# Tile map, in 48 20x15 screens, and spillover into 15 partial screens
# Start screen is in upper left corner. First tiles of each row are 256 bytes apart
# Each tile takes up two bytes in the map
#
# Screen map (screen index:starting VRAM address[:size, def=20x15]):
#  0:4000  1:4028  2:4050  3:4078  4:40A0  5:40CB  6:40F0:8x15
#  7:4F00  8:4F28  9:4F50 10:4F78 11:4FA0 12:4FCB 13:4FF0:8x15
# 14:5E00 15:5E28 16:5E50 17:5E78 18:5EA0 19:5ECB 20:5EF0:8x15
# 21:6D00 22:6D28 23:6D50 24:6D78 25:6DA0 26:6DCB 27:6DF0:8x15
# 28:7C00 29:7C28 30:7C50 31:7C78 32:7CA0 33:7CCB 34:7CF0:8x15
# 35:8B00 36:8B28 37:8B50 38:8B78 39:8BA0 40:8BCB 41:8BF0:8x15
# 42:9A00 43:9A28 44:9A50 45:9A78 46:9AA0 47:9ACB 48:9AF0:8x15
# 49:A900 50:A928 51:A950 52:A978 53:A9A0 54:A9CB 55:A9F0:8x15
# (Screens 56-61 are all 20x8)
# 56:B800 57:A928 58:A950 59:A978 60:A9A0 61:A9CB 62:A9F0:8x8
#
# Level 1: 4000                                                                                      Level 9: 4028                                                                                        Level 17: 4050                                                                                       Level 25: 4078                                                                                       Level 33: 40A0                                                                                       Level 41: 40C8                                                                                       Overflow:40F0
0000 0000 4c00 4500 5600 4500 4c00 3a00 0350 0000 0350 3700 0000 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0360 0000 0360 3100 3500 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0300 0000 0300 3200 3300 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0340 0000 0340 3300 3100 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0350 0000 0350 3300 3900 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0360 0000 0360 3400 3700 0000 1300 1400 1500 1600 1700 0000  0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 5300 4300 4f00 5200 4500 3a00 0850 0C50 085C 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0860 0c60 086c 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0800 0c00 080c 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0840 0c40 084c 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0850 0C50 085C 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0860 0C60 086C 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000
9470 9470 9470 9470 9470 9470 9470 9470 0350 0000 0350 9470 9470 9470 9470 0558 0150 0150 0150 055C  9470 0568 0160 0160 0160 0160 0160 0760 086c 0000 0860 0760 0160 0160 0160 0160 0160 056c 9470 9470  0508 0100 0100 0100 0100 0100 0700 0100 0504 0a00 0500 0100 0700 0100 0100 0100 0100 0100 0100 050c  0548 0140 0140 0140 0140 0140 0140 0140 0544 0a00 0540 0140 0140 0140 0140 0140 0140 0140 0140 054c  0558 0150 0150 0150 0150 0150 0150 0150 085C 1100 0850 0150 0150 0150 0150 0150 0150 0150 0150 055C  0568 0160 0160 0160 0160 0160 0160 0160 0564 0A00 0560 0160 0160 0160 0160 0160 0160 0160 0160 056C  0000 0000 0000 0000 0000 0000 0000 0000
9470 9470 9470 9470 9470 9470 9470 9470 0350 0000 0350 9470 9470 9470 9470 0350 0E00 0E00 0E00 0350  9470 0360 0e00 0f00 0e00 0e00 0e00 0560 086c 0000 0860 0564 0e00 0e00 0e00 0e00 0e00 0360 9470 9470  0300 0e00 0e00 0e00 0e00 0e00 0300 0e00 0e00 0e00 0e00 0e00 0300 0e00 0e00 0e00 0e00 0e00 0e00 0300  0340 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0340  0350 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0350 1100 0350 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0350  0360 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0360  0000 0000 0000 0000 0000 0000 0000 0000
9470 9470 9470 9470 9470 0558 0150 0150 0554 0A00 0550 0150 0150 0150 0150 0554 0E00 0950 0F00 0350  9470 0360 0e00 0460 0e00 0960 0e00 0e00 046c 0a00 046c 0e00 0e00 0960 0e00 0460 0f00 0360 9470 9470  0300 0f00 0508 0100 050c 0e00 040c 0e00 0200 0100 020c 0e00 040c 0e00 0400 0e00 0200 020c 0f00 0300  0340 0f00 0440 0e00 0548 054c 0e00 0240 0140 0140 0140 024c 0e00 0440 0e00 0440 0e00 0440 0f00 0340  0350 0F00 0250 025C 0E00 0250 025C 0E00 045C 0A00 045C 0E00 0250 0150 025C 0E00 0250 025C 0F00 0350  0360 0F00 0568 056C 0E00 0260 0160 0160 026C 0E00 0260 0160 0160 026C 0E00 0460 0E00 0960 0F00 0360  0000 0000 0000 0000 0000 0000 0000 0000
9470 9470 9470 9470 9470 0350 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0E00 0E00 0E00 0350  9470 0360 0e00 0360 0e00 0e00 0960 0e00 0e00 0e00 0e00 0e00 0960 0e00 0e00 046c 0e00 0560 0160 056c  0300 0e00 0500 0100 080c 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0300 0e00 0e00 0e00 0e00 0300  0340 0e00 044c 0e00 0540 0544 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0340 0e00 0340 0e00 044c 0e00 0340  0350 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0350  0360 0E00 0560 0564 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0360 0E00 0E00 0E00 0360  0000 0000 0000 0000 0000 0000 0000 0000
0558 0150 0150 0150 055c 0350 0e00 0558 1800 1800 1800 055c 0e00 0558 0150 0150 0150 0150 0150 0554  9470 0360 0e00 0860 056c 0e00 0e00 0568 1800 1800 1800 056c 0e00 0e00 0460 0e00 0e00 0b00 1100 0360  0300 0e00 0e00 0e00 0500 020c 0e00 0508 1800 1800 1800 050c 0e00 0200 070c 0100 020c 0e00 0508 080c  0340 0e00 0e00 0e00 0e00 0e00 0e00 0548 1800 1800 1800 054c 0e00 0340 0e00 0340 0e00 0e00 0e00 0340  0850 0750 0150 0150 0150 025C 0E00 0558 1800 1800 1800 055C 0E00 0250 0150 0150 0150 0150 0750 085C  0360 0E00 0E00 0E00 0E00 0460 0E00 0568 1800 1800 1800 056C 0E00 0460 0E00 0560 0160 026C 0E00 0360  0000 0000 0000 0000 0000 0000 0000 0000
0350 0e00 0e00 0e00 0550 0554 0e00 0350 0000 0000 0000 0350 0e00 0550 0150 0150 0150 0150 0150 0750  0760 0564 0e00 0860 0660 026c 0e00 0360 0000 0000 0000 0360 0e00 0260 086c 0e00 0260 056c 0000 0860  0600 0100 020c 0e00 0e00 0e00 0e00 0300 0000 0000 0000 0300 0e00 0e00 0e00 0e00 0e00 0e00 0500 0600  0640 024c 0e00 0440 0e00 0440 0e00 0340 0000 0000 0000 0340 0e00 044c 0e00 0540 024c 0e00 0240 0640  0650 0554 0E00 0E00 0E00 0E00 0E00 0350 0000 0000 0000 0350 0E00 0E00 0E00 0E00 0E00 0E00 0550 0650  0660 026C 0E00 0460 0E00 0360 0E00 0360 0000 0000 0000 0360 0E00 0360 0E00 0E00 0E00 0E00 0E00 0360  0000 0000 0000 0000 0000 0000 0000 0000
0350 0f00 0950 0e00 0e00 0e00 0e00 0850 0150 0150 0150 085c 0e00 0b00 0000 0000 0000 0000 0000 0d50  0d60 0b00 0e00 0860 0564 0e00 0e00 0560 0160 0160 0160 0564 0e00 0e00 046c 0e00 0e00 046c 0000 0d60  0d00 1100 0b00 0e00 0200 020c 0e00 0500 0100 0100 0100 0504 0e00 0200 0100 0100 050c 0e00 0b00 0d00  0d40 0b00 0e00 0340 0e00 0340 0e00 0540 0140 0140 0140 0544 0e00 0e00 0e00 0e00 0e00 0e00 0b00 0d40  0D50 0B00 0E00 0558 0750 0750 0150 075C 0150 0150 0750 0650 0150 0150 0150 0150 025C 0E00 0B00 0D50  0D60 0B00 0E00 0360 0E00 046C 0E00 0560 0160 0160 0160 0564 0E00 046C 0E00 0260 0160 026C 0E00 0360  0000 0000 0000 0000 0000 0000 0000 0000
0350 0e00 0e00 0e00 0558 055c 0e00 0550 0150 0150 0150 0554 0e00 0558 0150 0150 0150 0150 0150 075c  076c 056c 0e00 046c 0e00 0e00 0960 0e00 0e00 0e00 0e00 0e00 0960 0e00 0e00 0960 0e00 0e00 0568 076c  0600 0100 020c 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 040c 0e00 0200 0600  0640 024c 0e00 044c 0e00 0340 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0440 0e00 0548 024c 0e00 0240 0640  0650 025C 0E00 0550 0650 085C 0E00 0E00 0E00 0E00 0850 085C 0E00 0E00 0E00 0E00 0E00 0E00 0250 0650  0660 026C 0E00 0360 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0360  0000 0000 0000 0000 0000 0000 0000 0000
0550 0150 0150 0150 0554 0350 0e00 0e00 0f00 0000 0f00 0e00 0e00 0350 9470 9470 9470 9470 9470 9470  9470 0360 0e00 0e00 0e00 0460 0e00 0e00 0460 0000 0460 0e00 0e00 0460 0e00 0e00 0960 0f00 0360 9470  0300 0e00 0e00 0e00 0508 0100 0100 0100 020c 0000 0200 0100 0100 0100 050c 0e00 0e00 0e00 0e00 0300  0340 0e00 0e00 0e00 0e00 0840 054c 0e00 0940 0000 0940 0e00 0548 084c 0e00 0340 0e00 0e00 0e00 0340  0350 0E00 0E00 0E00 0850 085C 0E00 0558 055C 0000 0850 085C 0E00 0558 055C 0E00 0450 0E00 0E00 0350  0360 0E00 0E00 0860 056C 0E00 0568 0160 026C 0000 0260 0160 056C 0E00 0568 056C 0E00 0460 0E00 0360  0000 0000 0000 0000 0000 0000 0000 0000
9470 9470 9470 9470 9470 0550 0150 0150 055c 0a00 0558 0150 0150 0554 9470 9470 9470 9470 9470 9470  9470 0560 056c 0f00 0260 0564 0e00 0260 0564 0e00 0560 026c 0e00 0560 026c 0e00 0e00 0e00 0360 9470  0300 0f00 0900 0e00 040c 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 040c 0e00 0200 020c 0f00 0300  0340 0f00 0940 0e00 0240 074c 0544 0e00 0e00 0e00 0e00 0e00 0540 0544 0e00 044c 0e00 0940 0f00 0340  0350 0F00 0950 0E00 0550 0554 0E00 0850 085C 0E00 0550 0554 0E00 0850 085C 0E00 0550 025C 0F00 0350  0360 0F00 0260 076C 0564 0E00 046C 0E00 0E00 0E00 0E00 0E00 046C 0E00 0560 0564 0E00 046C 0F00 0360  0000 0000 0000 0000 0000 0000 0000 0000
9470 9470 9470 9470 9470 9470 9470 9470 0350 1100 0350 9470 9470 9470 9470 9470 9470 9470 9470 9470  9470 9470 0360 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0568 0160 0564 9470  0300 0e00 0e00 0e00 0e00 0e00 0508 0100 050c 0a00 0508 0100 050c 0e00 0e00 0e00 0e00 0e00 0e00 0300  0340 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0440 0a00 0440 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0340  0350 0E00 0E00 0E00 0E00 0E00 0E00 0850 085C 0E00 0E00 0E00 0E00 0850 085C 0E00 0E00 0E00 0E00 0350  0360 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0460 0A00 0460 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0360  0000 0000 0000 0000 0000 0000 0000 0000
9470 9470 9470 9470 9470 9470 9470 9470 0350 0000 0350 9470 9470 9470 9470 9470 9470 9470 9470 9470  9470 9470 0560 0160 0160 0160 0160 0160 056c 0a00 0568 0160 0160 0160 0160 0160 0564 9470 9470 9470  0500 0100 0100 0100 0100 0100 0504 9470 0300 1100 0300 9470 0500 0100 0100 0100 0100 0100 0100 0504  0540 0140 0140 0140 0140 0140 0140 0140 084c 1100 0840 0140 0140 0140 0140 0140 0140 0140 0140 0544  0550 0150 0150 0150 0150 0150 0150 075C 085C 0A00 0558 0150 0150 075C 075C 0150 0150 0150 0150 0554  0560 0160 0160 0160 0160 0160 0160 0160 086C 1100 0860 0160 0160 0160 0160 0160 0160 0160 0160 0564  0000 0000 0000 0000 0000 0000 0000 0000
1000 1200 0000 0000 1100 1200 0000 0000 0850 0c50 085c 0000 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0860 0c60 086c 0000 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0800 0c00 080c 0000 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0840 0c40 084c 0000 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0850 0C50 085C 0000 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0860 0C60 086C 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000
# Level 8: A900                                                                                      Level 16: A928                                                                                       Level 24: A950                                                                                       Level 32: 7C78                                                                                       Level 40: A9A0                                                                                       Level 48: A9C8
0000 0000 4c00 4500 5600 4500 4c00 3a00 0360 0000 0360 3800 0000 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0300 0000 0300 3100 3600 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0340 0000 0340 3200 3400 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0350 0000 0350 3300 3200 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0360 0000 0360 3400 3000 0000 1300 1400 1500 1600 1700 0000  0000 0000 4c00 4500 5600 4500 4c00 3a00 0300 0000 0300 3400 3800 0000 1300 1400 1500 1600 1700 0000  0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 5300 4300 4f00 5200 4500 3a00 0860 0C60 086C 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0800 0c00 080c 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0840 0c40 084c 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0850 0C00 085C 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0860 0C60 086C 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5300 4300 4f00 5200 4500 3a00 0300 0000 0300 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000
0568 0160 0160 0160 0160 0160 0160 0160 0564 0a00 0560 0160 0160 0160 0160 0160 0160 0160 0160 056c  0508 0100 0100 0100 0700 0100 0100 0100 0504 0a00 0500 0100 0100 0100 0100 0100 0100 0100 0100 050c  9470 0548 0140 0140 0140 0140 0140 0140 0544 0a00 0540 0140 0140 0140 0140 0140 0140 054c 9470 9470  0558 0150 0150 0150 0150 0150 0150 0150 0554 0A00 0550 0150 0150 0150 0750 0150 0150 0150 0150 055C  0568 0160 0160 0160 0160 0160 0160 0160 0564 0A00 0560 0160 0160 0160 0160 0160 0160 0160 0160 056C  0508 0100 0100 0100 0100 0100 0700 0100 080C 0A00 0500 0100 0100 0100 0100 0700 0100 0100 0100 050C  0000 0000 0000 0000 0000 0000 0000 0000
0360 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0360  0300 0e00 0e00 0e00 0300 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0300  9470 0340 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0340 9470 9470  0350 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0350 0E00 0E00 0E00 0E00 0350  0360 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0360  0300 0E00 0E00 0E00 0E00 0E00 0D00 0000 0300 0E00 0E00 0E00 0E00 0E00 0E00 0300 0000 0000 0000 0300  0000 0000 0000 0000 0000 0000 0000 0000
0360 0f00 0568 056c 0e00 0568 0160 0160 0160 0160 0160 0160 0160 056c 0e00 0460 0e00 0460 0f00 0360  0300 0f00 0400 0e00 0300 0e00 0200 0100 0100 0100 0100 0100 0100 050c 0e00 0400 0e00 0400 0f00 0300  9470 0340 0f00 0940 0e00 0940 0e00 0940 0e00 0940 0e00 0940 0e00 0940 0e00 0940 0f00 0340 9470 9470  0350 0F00 0558 0150 0150 055C 0E00 0250 0150 0150 0150 0150 025C 0E00 0350 0E00 0558 055C 0F00 0350  0360 0F00 0260 056C 0E00 0568 0160 0160 026C 0E00 0260 0160 0160 056C 0E00 0568 0160 026C 0F00 0360  0300 0F00 0900 0E00 0400 0E00 0500 0100 0504 0E00 0200 0100 0100 050C 0E00 0300 0000 0000 0000 0300  0000 0000 0000 0000 0000 0000 0000 0000
0360 0e00 0560 0564 0e00 0360 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0360 0e00 0360 0e00 046c 0e00 0360  0300 0e00 040c 0e00 0300 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0300 0e00 0300 0e00 040c 0e00 0300  9470 0340 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0340 9470 9470  0350 0E00 0550 0150 0150 0554 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 045C 0E00 0550 0554 0E00 0350  0360 0E00 0E00 0360 0E00 0360 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0360 0E00 0360 0E00 0E00 0E00 0360  0300 0E00 0E00 0E00 0300 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0300 0E00 0300 0000 0000 0000 0300  0000 0000 0000 0000 0000 0000 0000 0000
0360 0e00 0e00 0e00 0e00 0360 0e00 0568 1800 1800 1800 056c 0e00 0360 0e00 0360 0e00 0e00 0e00 0360  0300 0e00 0e00 0e00 0300 0e00 0508 0700 1800 1800 1800 050c 0e00 0300 0e00 0300 0e00 0e00 0e00 0300  9470 0340 0e00 0940 0e00 0940 0e00 0548 1800 1800 1800 054c 0e00 0940 0e00 0940 0e00 0340 9470 9470  0350 0E00 0E00 0E00 0E00 0E00 0E00 0558 1800 1800 1800 0750 055C 0E00 0E00 0E00 0E00 0E00 0E00 0350  0860 056C 0E00 0360 0E00 046C 0E00 0568 1800 1800 1800 056C 0E00 046C 0E00 0360 0E00 0460 0E00 0360  0300 0E00 0508 0700 070C 020C 0E00 0508 1800 1800 1800 050C 0E00 0300 0E00 0500 0100 0100 0100 080C  0000 0000 0000 0000 0000 0000 0000 0000
0360 0e00 0260 026c 0e00 0360 0e00 0360 0000 0000 0000 0360 0e00 0360 0e00 046c 0e00 0260 0160 0660  0600 0100 020c 0e00 040c 0e00 0300 0300 0000 0000 0000 0300 0e00 040c 0e00 040c 0e00 0200 0100 0600  0740 0544 0e00 0e00 0e00 0e00 0e00 0340 0000 0000 0000 0340 0e00 0e00 0e00 0e00 0e00 0540 0140 0740  0650 025C 0E00 0250 0150 0150 0150 085C 0000 0000 0000 0850 0650 0150 0150 025C 0E00 0250 0150 0650  0660 0564 0E00 046C 0E00 0E00 0E00 0360 0000 0000 0000 0360 0E00 0E00 0E00 046C 0E00 0360 0E00 0360  0300 0E00 0500 0504 0E00 0E00 0E00 0300 0000 0000 0000 0300 0E00 0300 0E00 0E00 0E00 0E00 0E00 0300  0000 0000 0000 0000 0000 0000 0000 0000
0360 0e00 0e00 0e00 0e00 0360 0e00 0560 0760 0760 0760 0564 0e00 0360 0e00 0e00 0e00 0b00 1100 0d60  0d00 0000 0b00 0e00 0e00 0e00 0300 0500 0100 0100 0100 080c 0e00 0e00 0e00 0e00 0e00 0b00 1100 0d00  0d40 0b00 0e00 0940 0e00 0940 0e00 0540 0140 0140 0140 0544 0e00 0940 0e00 0940 0e00 0b00 1100 0d40  0D50 0B00 0E00 0E00 0E00 0E00 0E00 0550 0150 0150 0150 075C 0554 0E00 0E00 0E00 0E00 0B00 1100 0D50  0D60 0B00 0E00 0E00 0E00 0460 0E00 0560 0160 0160 0160 0564 0E00 0460 0E00 0E00 0E00 0360 0E00 0360  0300 0E00 0E00 0E00 0E00 0400 0E00 0500 0100 0100 0100 0504 0E00 0300 0E00 0400 0E00 0400 0F00 0300  0000 0000 0000 0000 0000 0000 0000 0000
0360 0e00 0260 026c 0e00 0360 0e00 0e00 046c 046c 046c 0e00 0e00 0360 0e00 0460 0e00 0260 0160 0660  0600 0100 020c 0e00 0400 0e00 0500 0100 0100 0100 0100 0504 0e00 0400 0e00 0400 0e00 0200 0100 0600  074c 054c 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0548 0140 074c  0650 0150 0150 0150 0150 025C 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0250 0150 0150 0150 0150 0650  0660 026C 0E00 0460 0E00 0360 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0360 0E00 0460 0E00 046C 0E00 0360  0800 0100 0100 020C 0E00 0300 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0300 0E00 0300 0E00 0300 0E00 0300  0000 0000 0000 0000 0000 0000 0000 0000
0360 0e00 0e00 0e00 0e00 0560 026c 0e00 0e00 0000 0e00 0e00 0260 0564 0e00 0360 0e00 0e00 0e00 0360  0300 0e00 0e00 0e00 0300 0e00 0e00 0e00 0e00 0000 0e00 0e00 0e00 0300 0e00 0300 0e00 0e00 0e00 0300  9470 0340 0f00 0940 0e00 0940 0e00 0240 024c 0000 0240 024c 0e00 0940 0e00 0940 0f00 0340 9470 9470  0350 0E00 0E00 0E00 0E00 0E00 0E00 0558 055C 0000 0250 0150 055C 0E00 0E00 0E00 0E00 0E00 0E00 0350  0360 0E00 0E00 0360 0E00 0860 0760 0160 026C 0000 0260 0160 0760 086C 0E00 0360 0E00 0E00 0E00 0360  0300 0E00 0E00 0E00 0E00 0800 0700 0100 020C 0000 0200 0100 0700 080C 0E00 0300 0E00 0300 0E00 0300  0000 0000 0000 0000 0000 0000 0000 0000
0360 0f00 0260 026c 0e00 0e00 0e00 0e00 0460 0460 0460 0e00 0e00 0e00 0e00 046c 0e00 0960 0f00 0360  0300 0f00 0900 0e00 0500 0100 0100 0100 0100 0100 0100 0100 0100 0504 0e00 0300 0e00 0900 0f00 0300  9470 0340 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0340 9470 9470  0350 0F00 0150 0150 0150 025C 0E00 0350 0350 0E00 0E00 0E00 0550 0150 0150 0150 0150 025C 0F00 0350  0360 0F00 0260 0564 0E00 0560 0564 0E00 0E00 0E00 0E00 0E00 0560 0564 0E00 0560 0160 026C 0F00 0360  0300 0F00 0200 0100 0100 070C 0504 0E00 0E00 0E00 0E00 0E00 0500 0504 0E00 040C 0E00 040C 0E00 0300  0000 0000 0000 0000 0000 0000 0000 0000
0360 0e00 0e00 0e00 0e00 0568 056c 0e00 0560 076c 0564 0e00 0568 056c 0e00 0e00 0e00 0e00 0e00 0360  0300 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0e00 0300 0e00 0e00 0e00 0300  9470 0540 0140 0140 0140 0140 0140 0140 054C 0A00 0548 0140 0140 0140 0140 0140 0140 0544 9470 9470  0350 0E00 0E00 0E00 0E00 0E00 0E00 0350 0350 0A00 0450 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0350  0360 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0460 0A00 0460 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0360  0300 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0508 0C00 050C 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0E00 0300  0000 0000 0000 0000 0000 0000 0000 0000
0560 0160 0160 0160 0160 076c 0564 0e00 0e00 0e00 0e00 0e00 0560 076c 0160 0160 0160 0160 0160 0564  0500 0100 0100 0100 0100 0100 0100 0100 0700 0700 0700 0100 0100 0100 0100 070c 0100 0100 0100 0504  9470 9470 9470 9470 9470 9470 9470 9470 0340 1100 0340 9470 9470 9470 9470 9470 9470 9470 9470 9470  0550 0150 0150 0150 0150 0150 0150 075C 085C 1100 0850 0150 0150 0150 0150 0150 0150 0150 0150 0554  0560 0160 0160 0160 0160 0160 0160 0160 086C 1100 0860 0160 0160 0160 0160 0160 0160 0160 0160 0564  0500 0100 0100 0100 0100 0100 0100 0100 080C 0F00 0800 0100 0100 0100 0100 0100 0100 0100 0100 0504  0000 0000 0000 0000 0000 0000 0000 0000
1000 1200 0000 0000 1100 1200 0000 0260 0160 0160 0160 026c 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0500 070c 0504 0000 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0540 0140 0544 0000 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0550 0150 0554 0000 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0560 0160 0564 0000 0000 0000 0000 0000 0000 0000 0000 0000  1000 1200 0000 0000 1100 1200 0000 0000 0500 0100 0504 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000
#
# Start Screen: B800                                                                                 End Screen: B828
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000
0000 ba00 bb00 bc00 bd00 be00 bf00 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 5990 4f90 5590 0000 5790 4990 4e90 2190 0000 0000 0000 5900 4f00 5500 0000 5700 4900 4e00  2100 0000 0000 0000 59c0 4fc0 55c0 0000 57c0 49c0 4ec0 21c0 0000 0000 0000 59d0 4fd0 55d0 0000 57d0  49d0 4ed0 21d0 0000
